,type,name,id
41011,Compound,MESH:C053839,41011
41012,Metabolite,HMDB0092039,41012
41013,Compound,DB00924,41013
41014,Gene,6098,41014
41015,Metabolite,HMDB0062657,41015
41016,Gene,85385,41016
41017,Metabolite,HMDB0086690,41017
41018,Metabolite,HMDB0082212,41018
41019,Compound,MESH:C028994,41019
41020,Compound,MESH:C061613,41020
41021,Metabolite,HMDB0080712,41021
41022,Gene,402923,41022
41023,Gene,56646,41023
41024,Disease,MESH:D005330,41024
41025,Metabolite,HMDB0029649,41025
41026,Metabolite,HMDB0082110,41026
41027,Microbe,Clostridium cellobioparum DSM 1351 = ATCC 15832,41027
41028,Gene,1278,41028
41029,Disease,MESH:C535939,41029
41030,Gene,100039864,41030
41031,Gene,145226,41031
41032,Compound,DB06767,41032
41033,Disease,MESH:D006258,41033
41034,Compound,DB00434,41034
41035,Gene,100134971,41035
41036,Microbe,TAXONOMY:1410645,41036
41037,Metabolite,HMDB0078462,41037
41038,Gene,481689,41038
41039,Compound,DB00883,41039
41040,Gene,3202,41040
41041,Metabolite,"Chondroitin Sulfate C (GalNac6S-Glca), Degradation Product 4",41041
41042,Metabolite,HMDB0087861,41042
41043,Gene,29152,41043
41044,Metabolite,HMDB0076246,41044
41045,Microbe,anthrax <Bacillus anthracis>,41045
41046,Metabolite,HMDB0089915,41046
41047,Metabolite,HMDB0073615,41047
41048,Metabolite,HMDB0001191,41048
41049,Compound,MESH:D012603,41049
41050,Gene,347736,41050
41051,Gene,488,41051
41052,Disease,MESH:C538137,41052
41053,Metabolite,HMDB0080020,41053
41054,Gene,435766,41054
41055,Gene,81641,41055
41056,Microbe,TAXONOMY:1144300,41056
41057,Gene,9988,41057
41058,Disease,MESH:D013896,41058
41059,Gene,5538,41059
41060,Disease,MESH:D003457,41060
41061,Gene,80146,41061
41062,Disease,MESH:D017827,41062
41063,Metabolite,HMDB0072982,41063
41064,Metabolite,HMDB0079468,41064
41065,Microbe,TAXONOMY:1129771,41065
41066,Disease,MESH:D017229,41066
41067,Metabolite,HMDB0031206,41067
41068,Disease,Pyruvate Kinase Deficiency,41068
41069,Gene,3766,41069
41070,Compound,MESH:D004041,41070
41071,Gene,6280,41071
41072,Metabolite,Dimannosyl-Glucosaminyl-Acylphosphatidylinositol (H3),41072
41073,Gene,339122,41073
41074,Compound,CHEBI:73576,41074
41075,Microbe,TAXONOMY:46506,41075
41076,Compound,MESH:D005985,41076
41077,Metabolite,HMDB0074409,41077
41078,Metabolite,HMDB0092538,41078
41079,Metabolite,HMDB0075675,41079
41080,Compound,MESH:C497037,41080
41081,Disease,MESH:D018500,41081
41082,Gene,27043,41082
41083,Compound,MESH:C024318,41083
41084,Gene,56884,41084
41085,Metabolite,HMDB0094654,41085
41086,Metabolite,HMDB0085020,41086
41087,Gene,100519789,41087
41088,Gene,2583,41088
41089,Metabolite,HMDB0075243,41089
41090,Metabolite,HMDB0086818,41090
41091,Compound,DB11443,41091
41092,Gene,81569,41092
41093,Gene,4674,41093
41094,Gene,9775,41094
41095,Gene,76483,41095
41096,Compound,CHEBI:27889,41096
41097,Metabolite,HMDB0076570,41097
41098,Metabolite,HMDB0079510,41098
41099,Compound,MESH:C005969,41099
41100,Gene,79582,41100
41101,Metabolite,HMDB0084736,41101
41102,Compound,CHEBI:17514,41102
41103,Metabolite,HMDB0079477,41103
41104,Metabolite,HMDB0081370,41104
41105,Microbe,TAXONOMY:1318,41105
41106,Compound,MESH:C092702,41106
41107,Gene,36849,41107
41108,Gene,1933,41108
41109,Gene,442897,41109
41110,Microbe,TAXONOMY:156133,41110
41111,Microbe,TAXONOMY:1573534,41111
41112,Microbe,TAXONOMY:516519,41112
41113,Gene,2248,41113
41114,Metabolite,HMDB0084971,41114
41115,Gene,56201,41115
41116,Gene,83871,41116
41117,Microbe,TAXONOMY:205922,41117
41118,Gene,164091,41118
41119,Gene,693193,41119
41120,Metabolite,HMDB0073295,41120
41121,Gene,313,41121
41122,Metabolite,HMDB0080807,41122
41123,Metabolite,HMDB0087660,41123
41124,Metabolite,HMDB0008263,41124
41125,Compound,DB13523,41125
41126,Disease,MESH:D007415,41126
41127,Metabolite,HMDB0007903,41127
41128,Metabolite,HMDB0075221,41128
41129,Metabolite,HMDB0075705,41129
41130,Microbe,TAXONOMY:483251,41130
41131,Compound,DB00747,41131
41132,Compound,DB13495,41132
41133,Symptom,D014929,41133
41134,Microbe,TAXONOMY:2307259,41134
41135,Metabolite,HMDB0000502,41135
41136,Compound,CHEBI:32028,41136
41137,Gene,5682,41137
41138,Microbe,TAXONOMY:137838,41138
41139,Metabolite,HMDB0075212,41139
41140,Gene,55450,41140
41141,Gene,624219,41141
41142,Metabolite,HMDB0075338,41142
41143,Metabolite,HMDB0083288,41143
41144,Microbe,TAXONOMY:657316,41144
41145,Metabolite,HMDB0081397,41145
41146,Compound,DB11511,41146
41147,Disease,MESH:C565805,41147
41148,Metabolite,HMDB0091194,41148
41149,Compound,DB06205,41149
41150,Gene,1302,41150
41151,Disease,MESH:D017180,41151
41152,Gene,53404,41152
41153,Metabolite,HMDB0073432,41153
41154,Metabolite,HMDB0087592,41154
41155,Gene,55251,41155
41156,Microbe,Gordonia <actinomycete>,41156
41157,Metabolite,HMDB0092030,41157
41158,Compound,CHEBI:64260,41158
41159,Metabolite,HMDB0090008,41159
41160,Gene,39173,41160
41161,Compound,MESH:C500692,41161
41162,Gene,22937,41162
41163,Symptom,D005130,41163
41164,Compound,MESH:C017985,41164
41165,Gene,23112,41165
41166,Division,TAXONOMY:35131,41166
41167,Compound,MESH:C109673,41167
41168,Compound,MESH:C060114,41168
41169,Metabolite,HMDB0084937,41169
41170,Microbe,TAXONOMY:75309,41170
41171,Metabolite,"Alpha-N-Acetylneuraminyl-2,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-D-Glucosylceramide",41171
41172,Metabolite,HMDB0076744,41172
41173,Metabolite,HMDB0080289,41173
41174,Anatomy,UBERON:0001724,41174
41175,Compound,MESH:C530377,41175
41176,Gene,3551,41176
41177,Metabolite,HMDB0089784,41177
41178,Metabolite,HMDB0090884,41178
41179,Metabolite,HMDB0076562,41179
41180,Metabolite,HMDB0075580,41180
41181,Microbe,TAXONOMY:46354,41181
41182,Disease,MESH:D016888,41182
41183,Metabolite,HMDB0081168,41183
41184,Metabolite,HMDB0082719,41184
41185,Disease,MESH:C566111,41185
41186,Compound,DB02329,41186
41187,Disease,MESH:D014869,41187
41188,Metabolite,HMDB0081459,41188
41189,Metabolite,HMDB0073921,41189
41190,Gene,150084,41190
41191,Compound,MESH:C411623,41191
41192,Gene,64315,41192
41193,Compound,DB02967,41193
41194,Metabolite,HMDB0082183,41194
41195,Gene,57215,41195
41196,Metabolite,HMDB0083988,41196
41197,Compound,DB09269,41197
41198,Compound,MESH:D003855,41198
41199,Gene,100506888,41199
41200,Microbe,TAXONOMY:431947,41200
41201,Compound,DB06292,41201
41202,Compound,MESH:C022022,41202
41203,Disease,MESH:C535672,41203
41204,Metabolite,HMDB0082894,41204
41205,Gene,1435,41205
41206,Compound,MESH:D011526,41206
41207,Gene,406939,41207
41208,Microbe,TAXONOMY:41976,41208
41209,Gene,4107,41209
41210,Metabolite,HMDB0082695,41210
41211,Metabolite,HMDB0082650,41211
41212,Metabolite,HMDB0085163,41212
41213,Microbe,TAXONOMY:412963,41213
41214,Gene,100333145,41214
41215,Gene,17380,41215
41216,Gene,440503,41216
41217,Gene,64362,41217
41218,Metabolite,HMDB0091701,41218
41219,Metabolite,HMDB0074759,41219
41220,Metabolite,HMDB0090780,41220
41221,Gene,10555,41221
41222,Gene,50557,41222
41223,Metabolite,HMDB0087749,41223
41224,Metabolite,HMDB0092001,41224
41225,Metabolite,HMDB0079604,41225
41226,Gene,406958,41226
41227,Metabolite,HMDB0086376,41227
41228,Metabolite,HMDB0001137,41228
41229,Gene,68588,41229
41230,Metabolite,HMDB0084581,41230
41231,Gene,388685,41231
41232,Metabolite,HMDB0061914,41232
41233,Microbe,TAXONOMY:548476,41233
41234,Compound,DB01708,41234
41235,Microbe,TAXONOMY:180903,41235
41236,Gene,8916,41236
41237,Gene,443093,41237
41238,Compound,MESH:C544594,41238
41239,Microbe,TAXONOMY:1785089,41239
41240,Gene,204851,41240
41241,Metabolite,HMDB0080327,41241
41242,Metabolite,HMDB0079100,41242
41243,Metabolite,HMDB0081118,41243
41244,Disease,MESH:C562880,41244
41245,Gene,728911,41245
41246,Anatomy,UBERON:0003092,41246
41247,Gene,7965,41247
41248,Gene,1121,41248
41249,Metabolite,HMDB0083119,41249
41250,Metabolite,HMDB0079249,41250
41251,Compound,DB01072,41251
41252,Metabolite,HMDB0087783,41252
41253,Gene,1588,41253
41254,Gene,84456,41254
41255,Gene,51116,41255
41256,Metabolite,HMDB0028721,41256
41257,Microbe,TAXONOMY:146918,41257
41258,Disease,MESH:D014005,41258
41259,Metabolite,HMDB0085361,41259
41260,Compound,CHEBI:55379,41260
41261,Gene,20445,41261
41262,Gene,240087,41262
41263,Gene,228869,41263
41264,Metabolite,HMDB0082400,41264
41265,Gene,13163,41265
41266,Metabolite,HMDB0074172,41266
41267,Metabolite,HMDB0075091,41267
41268,Microbe,TAXONOMY:82980,41268
41269,Microbe,TAXONOMY:127148,41269
41270,Disease,MESH:D009188,41270
41271,Metabolite,HMDB0078968,41271
41272,Gene,100126314,41272
41273,Gene,54107,41273
41274,Gene,60625,41274
41275,Microbe,TAXONOMY:671228,41275
41276,Metabolite,HMDB0075721,41276
41277,Metabolite,HMDB0086637,41277
41278,Metabolite,HMDB0081909,41278
41279,Metabolite,HMDB0082754,41279
41280,Metabolite,HMDB0086907,41280
41281,Gene,55721,41281
41282,Gene,3570,41282
41283,Metabolite,HMDB0084432,41283
41284,Metabolite,HMDB0086714,41284
41285,Disease,MESH:D020914,41285
41286,Compound,MESH:C548956,41286
41287,Disease,MESH:C535377,41287
41288,Disease,MESH:D053682,41288
41289,Compound,DB00391,41289
41290,Compound,DB05137,41290
41291,Gene,3096,41291
41292,Compound,MESH:C054531,41292
41293,Gene,3945,41293
41294,Metabolite,HMDB0085080,41294
41295,Gene,54936,41295
41296,Metabolite,HMDB0092440,41296
41297,Metabolite,HMDB0001455,41297
41298,Compound,DB00062,41298
41299,Microbe,TAXONOMY:247151,41299
41300,Gene,5932,41300
41301,Gene,51733,41301
41302,Gene,320,41302
41303,Disease,MESH:C564578,41303
41304,Gene,12952,41304
41305,Metabolite,HMDB0082766,41305
41306,Gene,55157,41306
41307,Gene,18099,41307
41308,Gene,12704,41308
41309,Gene,78966,41309
41310,Gene,303413,41310
41311,Gene,12994,41311
41312,Disease,MESH:D018302,41312
41313,Compound,DB05772,41313
41314,Gene,81491,41314
41315,Gene,13636,41315
41316,Gene,100037400,41316
41317,Metabolite,HMDB0090492,41317
41318,Metabolite,HMDB0090734,41318
41319,Disease,MESH:D002817,41319
41320,Gene,100313997,41320
41321,Metabolite,HMDB0074928,41321
41322,Metabolite,HMDB0089838,41322
41323,Compound,MESH:C052509,41323
41324,Metabolite,HMDB0007879,41324
41325,Gene,387139,41325
41326,Gene,5471,41326
41327,Microbe,TAXONOMY:416555,41327
41328,Metabolite,HMDB0073369,41328
41329,Metabolite,HMDB0092563,41329
41330,Compound,DB06670,41330
41331,Metabolite,HMDB0089508,41331
41332,Metabolite,HMDB0085656,41332
41333,Disease,MESH:D018058,41333
41334,Metabolite,HMDB0090065,41334
41335,Metabolite,HMDB0088819,41335
41336,Compound,DB08986,41336
41337,Metabolite,HMDB0089015,41337
41338,Metabolite,HMDB0028941,41338
41339,Compound,MESH:C004931,41339
41340,Disease,MESH:C565773,41340
41341,Metabolite,HMDB0088630,41341
41342,Gene,230824,41342
41343,Gene,653505,41343
41344,Metabolite,HMDB0011631,41344
41345,Gene,5611,41345
41346,Metabolite,HMDB0087913,41346
41347,Disease,DOID:3083,41347
41348,Gene,18145,41348
41349,Compound,MESH:D011814,41349
41350,Gene,15586,41350
41351,Gene,100860815,41351
41352,Gene,19013,41352
41353,Metabolite,HMDB0087713,41353
41354,Compound,MESH:D006856,41354
41355,Gene,10863,41355
41356,Compound,MESH:C041006,41356
41357,Metabolite,HMDB0074628,41357
41358,Compound,MESH:D047348,41358
41359,Gene,11171,41359
41360,Metabolite,HMDB0078097,41360
41361,Gene,197135,41361
41362,Gene,6323,41362
41363,Gene,80237,41363
41364,Metabolite,HMDB0088756,41364
41365,Gene,11141,41365
41366,Gene,5873,41366
41367,Gene,255189,41367
41368,Microbe,TAXONOMY:312471,41368
41369,Metabolite,HMDB0089278,41369
41370,Gene,22846,41370
41371,Disease,MESH:D007008,41371
41372,Metabolite,HMDB0086563,41372
41373,Metabolite,HMDB0083599,41373
41374,Metabolite,HMDB0075260,41374
41375,Disease,MESH:D002833,41375
41376,Gene,4924,41376
41377,Gene,84775,41377
41378,Gene,57602,41378
41379,Metabolite,HMDB0087189,41379
41380,Metabolite,HMDB0074531,41380
41381,Metabolite,HMDB0081705,41381
41382,Metabolite,HMDB0084918,41382
41383,Metabolite,HMDB0087506,41383
41384,Gene,2297,41384
41385,Metabolite,HMDB0081105,41385
41386,Metabolite,HMDB0085571,41386
41387,Disease,Congenital Disorder of Glycosylation Type Ia,41387
41388,Metabolite,HMDB0090435,41388
41389,Gene,14433,41389
41390,Microbe,TAXONOMY:5599,41390
41391,Gene,5459,41391
41392,Gene,83479,41392
41393,Metabolite,HMDB0088651,41393
41394,Microbe,"Lactobacillus reuteri SD2112, ATCC 55730",41394
41395,Compound,MESH:C058895,41395
41396,Compound,DB00273,41396
41397,Metabolite,HMDB0076165,41397
41398,Metabolite,HMDB0078413,41398
41399,Metabolite,HMDB0079616,41399
41400,Metabolite,HMDB0073876,41400
41401,Compound,DB01129,41401
41402,Gene,9557,41402
41403,Metabolite,HMDB0089287,41403
41404,Gene,1453,41404
41405,Disease,MESH:C563209,41405
41406,Microbe,TAXONOMY:1035184,41406
41407,Metabolite,HMDB0080195,41407
41408,Metabolite,HMDB0078289,41408
41409,Metabolite,HMDB0087333,41409
41410,Metabolite,HMDB0092884,41410
41411,Metabolite,HMDB0080672,41411
41412,Compound,DB00573,41412
41413,Compound,DB11827,41413
41414,Disease,MESH:D003556,41414
41415,Metabolite,HMDB0091383,41415
41416,Metabolite,HMDB0092330,41416
41417,Gene,114294,41417
41418,Gene,17494226,41418
41419,Gene,4056,41419
41420,Metabolite,HMDB0008394,41420
41421,Metabolite,HMDB0089405,41421
41422,Disease,Congenital Erythropoietic Porphyria/Gunther Disease,41422
41423,Compound,MESH:C049032,41423
41424,Metabolite,HMDB0092774,41424
41425,Metabolite,HMDB0083279,41425
41426,Metabolite,HMDB0084598,41426
41427,Microbe,TAXONOMY:83770,41427
41428,Disease,MESH:C565532,41428
41429,Metabolite,HMDB0092557,41429
41430,Compound,DB00802,41430
41431,Metabolite,HMDB0011279,41431
41432,Gene,56916,41432
41433,Gene,407738,41433
41434,Metabolite,HMDB0092434,41434
41435,Compound,MESH:C551428,41435
41436,Metabolite,HMDB0082102,41436
41437,Gene,1869,41437
41438,Disease,MESH:D011628,41438
41439,Gene,23089,41439
41440,Disease,MESH:D065166,41440
41441,Gene,23451,41441
41442,Metabolite,HMDB0088855,41442
41443,Metabolite,HMDB0073360,41443
41444,Metabolite,HMDB0089731,41444
41445,Disease,MESH:C566109,41445
41446,Gene,5199,41446
41447,Disease,MESH:D009349,41447
41448,Metabolite,HMDB0084647,41448
41449,Compound,DB01096,41449
41450,Microbe,TAXONOMY:1086500,41450
41451,Disease,MESH:D012035,41451
41452,Gene,51646,41452
41453,Metabolite,HMDB0088470,41453
41454,Metabolite,HMDB0080028,41454
41455,Compound,DB00361,41455
41456,Metabolite,HMDB0079501,41456
41457,Disease,Glutathione Synthetase Deficiency And 5-Oxoprolinuria,41457
41458,Microbe,TAXONOMY:1211844,41458
41459,Compound,MESH:C551397,41459
41460,Gene,54552,41460
41461,Microbe,TAXONOMY:443143,41461
41462,Gene,5010,41462
41463,Disease,MESH:D020186,41463
41464,Metabolite,HMDB0074684,41464
41465,Gene,22289,41465
41466,Metabolite,HMDB0060834,41466
41467,Gene,135644,41467
41468,Disease,MESH:C536610,41468
41469,Compound,DB08439,41469
41470,Gene,340152,41470
41471,Gene,4350,41471
41472,Gene,20469,41472
41473,Gene,654434,41473
41474,Gene,104458,41474
41475,Metabolite,HMDB0000407,41475
41476,Gene,69745,41476
41477,Gene,27252,41477
41478,Gene,5509,41478
41479,Metabolite,HMDB0091969,41479
41480,Metabolite,HMDB0059886,41480
41481,Gene,15400,41481
41482,Microbe,TAXONOMY:52228,41482
41483,Disease,MESH:C563557,41483
41484,Gene,286530,41484
41485,Gene,5452,41485
41486,Metabolite,HMDB0091685,41486
41487,Metabolite,HMDB0085458,41487
41488,Gene,7295,41488
41489,Microbe,Roseburia sp. CAG:100,41489
41490,Gene,27436;238,41490
41491,Metabolite,HMDB0073562,41491
41492,Disease,MESH:D045262,41492
41493,Gene,2202,41493
41494,Symptom,D010167,41494
41495,Compound,DB13215,41495
41496,Gene,9275,41496
41497,Metabolite,HMDB0073123,41497
41498,Disease,MESH:D001768,41498
41499,Microbe,TAXONOMY:134821,41499
41500,Disease,MESH:D014849,41500
41501,Metabolite,HMDB0087951,41501
41502,Metabolite,HMDB0089246,41502
41503,Metabolite,HMDB0000121,41503
41504,Gene,9023,41504
41505,Gene,84545,41505
41506,Disease,DOID:12930,41506
41507,Metabolite,HMDB0088028,41507
41508,Metabolite,HMDB0088402,41508
41509,Gene,667,41509
41510,Compound,DB09069,41510
41511,Gene,23174,41511
41512,Metabolite,HMDB0079807,41512
41513,Metabolite,HMDB0092594,41513
41514,Microbe,TAXONOMY:411901,41514
41515,Gene,341405,41515
41516,Metabolite,HMDB0007873,41516
41517,Metabolite,HMDB0088384,41517
41518,Compound,DB00622,41518
41519,Metabolite,HMDB0085679,41519
41520,Metabolite,HMDB0086888,41520
41521,Gene,51380,41521
41522,Metabolite,HMDB0081382,41522
41523,Metabolite,HMDB0089762,41523
41524,Gene,5937,41524
41525,Gene,9905,41525
41526,Metabolite,HMDB0078191,41526
41527,Gene,745,41527
41528,Gene,33627,41528
41529,Metabolite,HMDB0074945,41529
41530,Metabolite,HMDB0080633,41530
41531,Metabolite,HMDB0082753,41531
41532,Metabolite,HMDB0088646,41532
41533,Metabolite,HMDB0088539,41533
41534,Gene,32,41534
41535,Gene,6508,41535
41536,Compound,MESH:D046948,41536
41537,Gene,55286,41537
41538,Metabolite,HMDB0075326,41538
41539,Microbe,TAXONOMY:2707350,41539
41540,Compound,MESH:D004731,41540
41541,Gene,108673,41541
41542,Gene,5342,41542
41543,Metabolite,HMDB0091568,41543
41544,Gene,6699,41544
41545,Metabolite,HMDB0088802,41545
41546,Metabolite,HMDB0087430,41546
41547,Anatomy,UBERON:0000045,41547
41548,Microbe,TAXONOMY:69033,41548
41549,Gene,83394,41549
41550,Gene,111507,41550
41551,Metabolite,HMDB0072927,41551
41552,Compound,MESH:D012976,41552
41553,Metabolite,HMDB0084693,41553
41554,Microbe,TAXONOMY:127563,41554
41555,Gene,55125,41555
41556,Gene,1775,41556
41557,Metabolite,HMDB0079578,41557
41558,Compound,DB12769,41558
41559,Compound,DB04967,41559
41560,Gene,63876,41560
41561,Metabolite,HMDB0092579,41561
41562,Disease,MESH:C567804,41562
41563,Compound,MESH:C038776,41563
41564,Gene,5995,41564
41565,Metabolite,HMDB0080101,41565
41566,Gene,283713,41566
41567,Gene,401145,41567
41568,Metabolite,HMDB0092737,41568
41569,Gene,2013,41569
41570,Compound,DB14160,41570
41571,Metabolite,HMDB0083699,41571
41572,Metabolite,HMDB0000622,41572
41573,Gene,948,41573
41574,Compound,DB09003,41574
41575,Compound,MESH:C507898,41575
41576,Gene,100329167,41576
41577,Metabolite,HMDB0008282,41577
41578,Compound,DB04703,41578
41579,Gene,89781,41579
41580,Microbe,TAXONOMY:2287,41580
41581,Metabolite,HMDB0081496,41581
41582,Metabolite,HMDB0082511,41582
41583,Metabolite,HMDB0083674,41583
41584,Microbe,TAXONOMY:463303,41584
41585,Metabolite,HMDB0008464,41585
41586,Microbe,TAXONOMY:2268272,41586
41587,Compound,MESH:C550550,41587
41588,Microbe,TAXONOMY:850,41588
41589,Gene,26754,41589
41590,Metabolite,HMDB0088091,41590
41591,Microbe,TAXONOMY:763034,41591
41592,Compound,MESH:D034341,41592
41593,Gene,406891,41593
41594,Gene,5087,41594
41595,Metabolite,HMDB0086210,41595
41596,Metabolite,HMDB0092551,41596
41597,Disease,Pterin-4a carbinolamine dehydratase deficiency,41597
41598,Disease,Pendred Syndrome,41598
41599,Compound,DB01600,41599
41600,Gene,23463,41600
41601,Gene,7084,41601
41602,Gene,71950,41602
41603,Gene,9132,41603
41604,Compound,CHEBI:60686,41604
41605,Compound,MESH:C100279,41605
41606,Gene,784,41606
41607,Gene,23117,41607
41608,Microbe,TAXONOMY:2050,41608
41609,Gene,8626,41609
41610,Gene,2109,41610
41611,Gene,120224,41611
41612,Metabolite,HMDB0075367,41612
41613,Metabolite,HMDB0092265,41613
41614,Metabolite,HMDB0080575,41614
41615,Compound,CHEBI:31228,41615
41616,Metabolite,HMDB0082027,41616
41617,Compound,DB00082,41617
41618,Gene,5319,41618
41619,Microbe,TAXONOMY:658082,41619
41620,Microbe,Parathemisto compressa,41620
41621,Compound,MESH:C586094,41621
41622,Microbe,TAXONOMY:53399,41622
41623,Compound,DB06723,41623
41624,Metabolite,HMDB0085453,41624
41625,Gene,7109,41625
41626,Gene,14598,41626
41627,Metabolite,HMDB0000032,41627
41628,Gene,79755,41628
41629,Gene,55435,41629
41630,Gene,50706,41630
41631,Microbe,TAXONOMY:899,41631
41632,Disease,MESH:D052517,41632
41633,Metabolite,HMDB0085234,41633
41634,Compound,MESH:C087963,41634
41635,Microbe,TAXONOMY:264731,41635
41636,Gene,71296,41636
41637,Division,TAXONOMY:12908,41637
41638,Metabolite,HMDB0077992,41638
41639,Metabolite,HMDB0087476,41639
41640,Gene,131920,41640
41641,Metabolite,HMDB0084020,41641
41642,Disease,MESH:C565547,41642
41643,Gene,23554,41643
41644,Compound,MESH:C051873,41644
41645,Gene,55055,41645
41646,Gene,18389,41646
41647,Metabolite,HMDB0089428,41647
41648,Metabolite,HMDB0083503,41648
41649,Microbe,TAXONOMY:342451,41649
41650,Metabolite,HMDB0076878,41650
41651,Gene,770592,41651
41652,Symptom,D020069,41652
41653,Microbe,TAXONOMY:401469,41653
41654,Disease,MESH:C538010,41654
41655,Gene,406942,41655
41656,Microbe,TAXONOMY:114707,41656
41657,Compound,DB06655,41657
41658,Metabolite,HMDB0088117,41658
41659,Gene,192683,41659
41660,Microbe,TAXONOMY:44653,41660
41661,Compound,DB00666,41661
41662,Gene,808,41662
41663,Gene,24791,41663
41664,Metabolite,HMDB0092639,41664
41665,Metabolite,HMDB0076506,41665
41666,Compound,DB08772,41666
41667,Metabolite,HMDB0013749,41667
41668,Gene,18701,41668
41669,Gene,7756,41669
41670,Compound,MESH:C459179,41670
41671,Gene,9034,41671
41672,Gene,768274,41672
41673,Disease,MESH:C564595,41673
41674,Gene,574473,41674
41675,Gene,100009005,41675
41676,Gene,57266,41676
41677,Microbe,TAXONOMY:366650,41677
41678,Microbe,TAXONOMY:1280705,41678
41679,Gene,64026,41679
41680,Microbe,TAXONOMY:537007,41680
41681,Metabolite,HMDB0081333,41681
41682,Microbe,TAXONOMY:1307436,41682
41683,Disease,MESH:C535520,41683
41684,Metabolite,HMDB0087125,41684
41685,Compound,CHEBI:23012,41685
41686,Compound,MESH:C108606,41686
41687,Microbe,TAXONOMY:1115650,41687
41688,Gene,100502698,41688
41689,Gene,6775,41689
41690,Metabolite,HMDB0011698,41690
41691,Compound,DB13399,41691
41692,Compound,DB00718,41692
41693,Metabolite,HMDB0091680,41693
41694,Microbe,Ruminococcus sp. CAG:254,41694
41695,Metabolite,HMDB0073510,41695
41696,Metabolite,HMDB0086519,41696
41697,Disease,MESH:D003881,41697
41698,Gene,171283,41698
41699,Gene,25894,41699
41700,Gene,5063,41700
41701,Gene,9376,41701
41702,Metabolite,HMDB0085691,41702
41703,Metabolite,HMDB0083191,41703
41704,Metabolite,HMDB0073166,41704
41705,Microbe,Slackia <bacteria>,41705
41706,Symptom,D014008,41706
41707,Metabolite,HMDB0091268,41707
41708,Gene,284391,41708
41709,Disease,MESH:C535326,41709
41710,Disease,MESH:C566291,41710
41711,Metabolite,HMDB0082616,41711
41712,Metabolite,HMDB0084784,41712
41713,Gene,100126319,41713
41714,Microbe,TAXONOMY:396598,41714
41715,Metabolite,HMDB0084752,41715
41716,Metabolite,HMDB0086498,41716
41717,Microbe,TAXONOMY:1628210,41717
41718,Metabolite,HMDB0088551,41718
41719,Compound,MESH:C517826,41719
41720,Gene,22035,41720
41721,Gene,2631,41721
41722,Metabolite,HMDB0075029,41722
41723,Metabolite,HMDB0002670,41723
41724,Compound,MESH:C053519,41724
41725,Gene,105689,41725
41726,Metabolite,HMDB0082601,41726
41727,Gene,6786,41727
41728,Gene,54841,41728
41729,Gene,255967,41729
41730,Disease,MESH:C563721,41730
41731,Gene,5648,41731
41732,Compound,MESH:C506614,41732
41733,Gene,3458,41733
41734,Gene,55178,41734
41735,Disease,MESH:D016104,41735
41736,Microbe,TAXONOMY:220668,41736
41737,Disease,MESH:D006529,41737
41738,Gene,30044,41738
41739,Gene,373746,41739
41740,Metabolite,HMDB0091725,41740
41741,Gene,116496,41741
41742,Metabolite,HMDB0087650,41742
41743,Compound,MESH:C025583,41743
41744,Gene,170425,41744
41745,Gene,9885,41745
41746,Metabolite,HMDB0031481,41746
41747,Microbe,TAXONOMY:1283076,41747
41748,Gene,80821,41748
41749,Disease,MESH:D014883,41749
41750,Metabolite,HMDB0085792,41750
41751,Microbe,Bacteroides sp. 1_1_6,41751
41752,Compound,DB12191,41752
41753,Gene,852433,41753
41754,Compound,MESH:C000596495,41754
41755,Symptom,D020336,41755
41756,Gene,18830,41756
41757,Gene,54969,41757
41758,Gene,488241,41758
41759,Gene,84962,41759
41760,Compound,DB13588,41760
41761,Microbe,Enterobacter aerogenes KCTC 2190,41761
41762,Gene,64232,41762
41763,Metabolite,HMDB0090484,41763
41764,Gene,9586,41764
41765,Microbe,TAXONOMY:3035,41765
41766,Symptom,D062706,41766
41767,Gene,406900,41767
41768,Compound,DB13619,41768
41769,Metabolite,HMDB0008171,41769
41770,Metabolite,HMDB0080449,41770
41771,Gene,391189,41771
41772,Disease,MESH:D012373,41772
41773,Disease,Primary hypomagnesemia,41773
41774,Metabolite,HMDB0082466,41774
41775,Disease,MESH:C537751,41775
41776,Metabolite,HMDB0082079,41776
41777,Gene,387190,41777
41778,Metabolite,HMDB0089249,41778
41779,Gene,54716,41779
41780,Metabolite,HMDB0086884,41780
41781,Gene,55744,41781
41782,Metabolite,HMDB0079119,41782
41783,Metabolite,HMDB0089645,41783
41784,Disease,MESH:D012607,41784
41785,Metabolite,HMDB0090680,41785
41786,Metabolite,HMDB0081288,41786
41787,Gene,9501,41787
41788,Compound,MESH:C543999,41788
41789,Metabolite,HMDB0086840,41789
41790,Metabolite,HMDB0086850,41790
41791,Metabolite,HMDB0073651,41791
41792,Metabolite,HMDB0090320,41792
41793,Gene,12518,41793
41794,Compound,DB00554,41794
41795,Compound,MESH:C039156,41795
41796,Metabolite,HMDB0090293,41796
41797,Compound,MESH:C542869,41797
41798,Gene,899,41798
41799,Gene,55765,41799
41800,Compound,DB05084,41800
41801,Compound,CHEBI:26333,41801
41802,Metabolite,HMDB0082901,41802
41803,Compound,MESH:C022118,41803
41804,Microbe,TAXONOMY:66803,41804
41805,Gene,100009101,41805
